384,true
376,true
375,true
372,true
373,true
367,true
366,true
351,true
348,true
347,true
345,true
338,false
337,false
340,true
303,false
136,false
331,false
342,true
177,false
330,false
350,true
383,true
326,false
363,true
329,false
328,false
322,false
323,false
362,true
289,false
283,false
297,false
343,true
311,false
319,false
316,false
302,false
317,false
313,false
307,false
304,false
309,false
305,false
361,true
374,true
364,true
300,false
291,false
295,false
296,false
349,true
359,true
346,true
292,false
292.1,false
292.2,false
285,false
365,true
282,false
280,false
273,false
370,true
277,false
96,false
371,true
134,false
145,false
253,false
253.1,false
253.2,false
253.3,false
253.4,false
265,false
262,false
252,false
261,false
298,true
259,false
268,false
355,true
237.1,false
237.3,false
237.2,false
237,false
246,false
233,false
251,false
360,true
248,false
199,false
235.2,false
235,false
235.1,false
260,false
244,false
229,false
230,false
192,false
189,false
46,false
194.5,false
225,false
382,true
310,false
221,false
353,true
223,false
218,false
301,false
378,true
224,false
224.1,false
224.2,false
224.3,false
224.4,false
210,false
217,false
38,false
358,true
209,false
206,false
379,true
208,false
352,true
200,false
79,false
381,true
86,false
86.2,false
86.1,false
86.3,false
201,false
368,true
33,false
318,false
188,false
78,false
195.1,false
369,true
241,false
187,false
191,false
84,false
84.1,false
84.2,false
170,false
377,true
380,true
344,true
163,false
312,false
325,false
333,false
161,false
162,false
110,false
154,false
270,false
341,true
108,false
356,true
132,false
354,true
103,false
287,false
144.1,false
144.2,false
144.3,false
144,false
160,false
137,false
143,false
269,false
34,false
120,false
288,false
131,false
133,false
125,false
321,false
82,false
274,false
119,false
320,false
23,false
142,false
109,false
107,false
98,false
97,false
90,false
94,false
87,false
85,false
141,false
76,false
327,false
69,false
357,true
26,false
334,false
62,false
61,false
207,false
27,false
39,false
314,false
49,false
31,false
336,false
54,false
172,false
267,false
159,false
271,false
335,false
236,false
339,true
