761,false
762,false
763,false
749,false
754,false
742,false
748,false
741,false
751,false
755,false
760,false
743,false
744,false
756,false
757,false
750,false
745,false
758,false
759,false
747,false
746,false
752,false
753,false
735,false
724,false
740,false
722,false
732,false
738,false
734,false
736,false
733,false
726,false
729,false
731,false
730,false
723,false
721,false
725,false
739,false
737,false
727,false
728,false
715,false
704,false
708,false
709,false
706,false
703,false
712,false
710,false
717,false
707,false
701,false
714,false
705,false
713,false
720,false
716,false
702,false
718,false
719,false
711,false
685,false
681,false
686,false
691,false
683,false
684,false
699,false
698,false
694,false
690,false
693,false
700,false
688,false
696,false
689,false
695,false
682,false
692,false
697,false
687,false
658,false
665,false
664,false
677,false
667,false
669,false
678,false
663,false
660,false
670,false
656,false
657,false
661,false
676,false
659,false
671,false
680,false
668,false
675,false
666,false
674,false
673,false
679,false
672,false
662,false
642,false
651,false
637,false
633,false
644,false
653,false
648,false
645,false
646,false
639,false
647,false
636,false
638,false
652,false
634,false
635,false
654,false
631,false
655,false
640,false
643,false
632,false
650,false
649,false
641,false
620,false
617,false
614,false
628,false
625,false
607,false
630,false
611,false
612,false
608,false
615,false
618,false
626,false
610,false
622,false
627,false
623,false
629,false
609,false
621,false
624,false
613,false
616,false
619,false
596,false
589,false
593,false
603,false
591,false
587,false
600,false
601,false
598,false
599,false
597,false
588,false
585,false
590,false
592,false
604,false
586,false
602,false
594,false
595,false
605,false
606,false
563,false
565,false
584,false
574,false
564,false
572,false
582,false
573,false
567,false
570,false
576,false
583,false
577,false
562,false
568,false
575,false
569,false
581,false
578,false
571,false
579,false
561,false
580,false
566,false
551,false
534,false
539,false
555,false
553,false
554,false
545,false
536,false
552,false
547,false
550,false
537,false
543,false
542,false
541,false
548,false
558,false
544,false
546,false
540,false
556,false
557,false
533,false
535,false
549,false
559,false
560,false
538,false
508,false
516,false
520,false
521,false
524,false
531,false
511,false
509,false
532,false
529,false
523,false
518,false
525,false
517,false
505,false
519,false
510,false
515,false
527,false
513,false
514,false
526,false
506,false
507,false
528,false
512,false
530,false
522,false
482,false
483,false
504,false
487,false
488,false
489,false
486,false
502,false
479,false
501,false
485,false
498,false
481,false
499,false
494,false
496,false
492,false
491,false
503,false
493,false
477,false
478,false
480,false
484,false
500,false
490,false
495,false
497,false
454,false
455,false
463,false
470,false
467,false
465,false
461,false
476,false
451,false
469,false
449,false
452,false
458,false
466,false
462,false
456,false
450,false
464,false
459,false
472,false
474,false
475,false
471,false
473,false
453,false
468,false
457,false
460,false
425,false
447,false
448,false
423,false
422,false
431,false
421,false
426,false
430,false
440,false
435,false
434,false
428,false
441,false
432,false
436,false
445,false
442,false
446,false
443,false
437,false
433,false
439,false
429,false
424,false
444,false
427,false
438,false
395,false
419,false
418,false
399,false
404,false
396,false
403,false
420,false
411,false
405,false
408,false
402,false
417,false
410,false
414,false
416,false
415,false
412,false
393,false
407,false
400,false
409,false
413,false
401,false
397,false
398,false
394,false
406,false
369,false
385,false
376,false
373,false
381,false
390,false
382,false
368,false
367,false
372,false
389,false
387,false
378,false
377,false
392,false
374,false
380,false
379,false
391,false
371,false
383,false
386,false
388,false
366,false
370,false
384,false
375,false
359,false
344,false
363,false
356,false
364,false
349,false
347,false
352,false
360,false
346,false
355,false
